hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
2039,3/26/1998 22:00,0,0,0,19.28,4.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,3/26/1998 23:00,0,0,0,18.68,4.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,3/27/1998 0:00,0,0,0,18.08,4.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,3/27/1998 1:00,0,0,0,17.48,4.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,3/27/1998 2:00,0,0,0,16.84,4.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,3/27/1998 3:00,0,0,0,16.2,4.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,3/27/1998 4:00,0,0,0,15.57,4.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,3/27/1998 5:00,0,0,0,15.26,4.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,3/27/1998 6:00,5,52,3,14.94,6.39,0,-1.8301697,85.6648,90,0,,5,0,2.356105,0.046846107,0,2.2723784,0,0,2.1844556,0,2.1516888,2.1516607,9202.541,14.992266,5965.6196,6275.5527,6095.561,0,0,6095.434,863.29285,0,0,0,206.88208,5888.5522,884.8724,5800.2236,5771.222656
2048,3/27/1998 7:00,131,275,79,14.63,6.39,0,10.714865,93.90653,78.650536,0,,131,55.040527,78.560616,1.227368,55.040527,75.76888,0.14218563,43.80816,72.837234,0.10713985,115.00125,114.99788,491840.22,17.42339,460781.38,475872.78,455589.75,0,0,455140.62,1078.8097,0,0,0,0,455140.62,1078.8097,448313.5,446071.9375
2049,3/27/1998 8:00,367,682,99,15.9,6.39,0,23.129997,102.70474,63.801113,0,,367,301.2049,110.04648,3.4385042,301.2049,106.13586,0.39833683,282.1527,102.02925,0.30015513,378.7149,378.7089,1619722,25.099133,1592278.2,1591518.2,1530473.1,0,0,1525530.2,1091.8306,0,0,0,0,1525530.2,1091.8306,1502647.2,1495134
2050,3/27/1998 9:00,560,789,107,17.16,6.12,0,35.07574,113.103165,48.964073,0,,560,517.5402,122.81584,5.2467637,517.5402,118.451454,0.6078164,504.00256,113.86833,0.4580024,609.05396,609.0497,2604865,31.954311,2591911.8,2521721.8,2431819.5,0,0,2418992.8,1071.8601,0,0,0,0,2418992.8,1071.8601,2382707.8,2370794.25
2051,3/27/1998 10:00,730,845,123,18.43,6.12,0,45.976494,126.71397,34.181213,0,,730,698.34705,143.0937,6.8395314,698.34705,138.00871,0.7923321,691.0562,132.66888,0.59703887,811.9573,811.95044,3472673.5,38.15291,3469576,3294463,3179088,0,0,3156398,1052.6942,0,0,0,0,3156398,1052.6942,3109052,3093506.75
2052,3/27/1998 11:00,817,769,191,19.14,6.12,0,54.703426,145.95837,19.601494,0,,817,722.5467,222.38847,7.654654,722.5467,214.48566,0.8867607,720.3243,206.1868,0.6681928,913.27155,913.26697,3906004,41.323963,3905386.8,3661971,3531814.8,0,0,3503313.8,1040.3982,0,0,0,0,3503313.8,1040.3982,3450764,3433510.25
2053,3/27/1998 12:00,857,741,222,19.86,6.46,0,59.24935,172.38385,6.753572,0,,857,733.76,257.3724,8.029423,733.76,248.2264,0.9301762,733.50366,238.62202,0.70090723,958.2342,958.22314,4098261,43.13601,4098092.8,3814768.5,3683289.8,0,0,3651744.5,1034.2423,24946.012,0,0,0,3626418.5,1049.0868,3572022.2,3554162.25
2054,3/27/1998 13:00,888,864,159,20.58,6.46,0,57.758236,201.15533,12.358373,0,,888,841.9293,184.36742,8.319868,841.9293,177.81572,0.96382314,840.9307,170.93568,0.72626096,997.4038,997.39496,4265820.5,44.807487,4265714,3944149.5,3812669.2,0,0,3778612.5,1027.8633,146997.1,0,0,0,3629376.8,1067.9073,3574936,3557061.5
2055,3/27/1998 14:00,818,873,141,21.2,6.46,0,50.92514,224.23248,26.560724,0,,818,780.0233,163.50261,7.664023,780.0233,157.69237,0.8878461,775.42145,151.59094,0.66901064,913.76624,913.76,3908096.8,43.39596,3907494.5,3633028.5,3512951.2,0,0,3484180.5,1032.0054,0,0,0,0,3484180.5,1032.0054,3431917.8,3414758.25
2056,3/27/1998 15:00,656,758,159,21.84,6.76,0,40.97323,240.46182,41.27248,0,,656,569.6693,181.59016,6.1462092,569.6693,175.13716,0.7120135,560.25476,168.36078,0.5365171,718.2147,718.20844,3071745.5,39.28584,3064772.8,2895855.2,2791328.5,0,0,2773588.5,1044.612,0,0,0,0,2773588.5,1044.612,2731984.8,2718324.75
2057,3/27/1998 16:00,428,545,160,22.47,6.76,0,29.48469,252.29834,56.086857,0,,428,303.79816,171.9731,4.010027,303.79816,165.86185,0.4645454,291.76285,159.44434,0.3500447,444.78387,444.77734,1902289.4,33.273994,1878876.6,1817333.1,1750880.2,0,0,1744059.4,1061.4569,0,0,0,0,1744059.4,1061.4569,1717898.5,1709309
2058,3/27/1998 17:00,233,475,92,22.2,6.76,0,17.273792,261.79196,70.92945,0,,233,155.1476,96.92706,2.1830285,155.1476,93.48266,0.25289503,139.16266,89.86563,0.19056171,225.78056,225.77716,965637.2,27.684305,931982.2,921608.75,887719.4,0,0,885957.25,1060.2819,0,0,0,0,885957.25,1060.2819,872667.9,868304.5625
2059,3/27/1998 18:00,47,194,28,21.93,7.27,0,4.7766714,270.23553,85.77123,0,,47,16.103914,27.447659,0.4403534,16.103914,26.472277,0.05101316,5.989569,25.448013,0.038439486,31.003881,31.00322,132598.66,22.683094,115491.086,116769.37,110751.79,0,0,110718,968.841,0,0,0,-10.443276,110728.445,968.97516,109067.516,108522.1797
2060,3/27/1998 19:00,0,0,0,21.66,7.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,3/27/1998 20:00,0,0,0,20.7,7.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,3/27/1998 21:00,0,0,0,19.75,5.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,3/27/1998 22:00,0,0,0,18.8,5.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,3/27/1998 23:00,0,0,0,18.36,5.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,3/28/1998 0:00,0,0,0,17.92,4.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,3/28/1998 1:00,0,0,0,17.49,4.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,3/28/1998 2:00,0,0,0,16.91,4.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,3/28/1998 3:00,0,0,0,16.33,4.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,3/28/1998 4:00,0,0,0,15.75,4.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,3/28/1998 5:00,0,0,0,15.19,4.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,3/28/1998 6:00,6,75,3,14.63,4.6,0,-1.5517805,85.37993,90,0,,6,0,2.195046,0.056215327,0,2.1170425,0,0,2.03513,0,2.0046031,2.0045347,8573.263,14.678692,5471.5327,5762.442,5596.92,0,0,5596.812,858.34686,0,0,0,214.96562,5381.846,882.88104,5301.1187,5274.612793
2072,3/28/1998 7:00,135,374,63,14.06,4.6,0,10.992835,93.61623,78.52226,0,,135,75.1343,64.82,1.2648449,75.1343,62.516552,0.14652717,60.01183,60.097664,0.110411294,118.41661,118.415,506454.03,16.936396,475138.72,491666.4,470940,0,0,470458.88,1077.7158,0,0,0,0,470458.88,1077.7158,463401.97,461084.9688
2073,3/28/1998 8:00,370,680,100,15.51,4.6,0,23.417019,102.40435,63.673195,0,,370,301.29913,110.84941,3.4666119,301.29913,106.910255,0.40159297,282.39505,102.77369,0.30260873,379.68927,379.685,1623896.2,24.732843,1596508.9,1598069.6,1537859.4,0,0,1532876.8,1092.6532,0,0,0,0,1532876.8,1092.6532,1509883.6,1502334.125
2074,3/28/1998 9:00,586,852,93,16.95,4.93,0,35.38291,112.793106,48.831844,0,,586,560.4601,107.81769,5.4903636,560.4601,103.986275,0.63603646,545.9125,99.962845,0.4792668,636.65924,636.6512,2722927.8,32.414753,2711603.8,2633495,2538530.8,0,0,2524577.5,1073.6212,0,0,0,0,2524577.5,1073.6212,2486708.8,2474275.25
2075,3/28/1998 10:00,759,867,133,18.4,4.93,0,46.316563,126.41528,34.03579,0,,759,717.34314,153.39738,7.111239,717.34314,147.94624,0.8238083,709.92847,142.22191,0.6207568,839.97955,839.9723,3592511,38.8036,3590296,3400429.8,3283291.5,0,0,3258902.5,1049.5497,0,0,0,0,3258902.5,1049.5497,3210018.8,3193968.75
2076,3/28/1998 11:00,836,809,174,19.47,4.93,0,55.083897,145.75497,19.416767,0,,836,761.40955,198.66942,7.832669,761.40955,191.60948,0.9073831,759.1138,184.19574,0.68373215,929.8333,929.82355,3976807.5,42.056145,3976413.5,3717642,3587787,0,0,3558151.8,1038.4019,0,0,0,0,3558151.8,1038.4019,3504779.5,3487255.5
2077,3/28/1998 12:00,915,881,157,20.53,5.85,0,59.646076,172.44662,6.391639,0,,915,872.95245,182.34245,8.572838,872.95245,175.86272,0.9931286,872.67944,169.05824,0.7483432,1026.8488,1026.844,4391770,45.47283,4391460,4049599.8,3917109,0,0,3881028.2,1025.1685,247877.83,0,0,0,3629375.8,1076.6045,3574935,3557060.5
2078,3/28/1998 13:00,911,901,148,21.6,5.85,0,58.10737,201.51509,12.254416,0,,911,878.18616,172.41362,8.53536,878.18616,166.28671,0.98878706,877.1623,159.85275,0.74507177,1022.1937,1022.18823,4371843,46.429764,4371586.5,4015330,3883331.2,0,0,3847262.8,1018.0313,214630.69,0,0,0,3629363.5,1069.7222,3574923,3557048.5
2079,3/28/1998 14:00,786,794,168,22.15,5.85,0,51.19725,224.69446,26.549076,0,,786,709.3898,191.10281,7.3642077,709.3898,184.31178,0.8531137,705.2087,177.1804,0.6428391,869.78644,869.7817,3720010.8,43.277683,3718572,3458540.5,3340040,0,0,3314037,1031.5211,0,0,0,0,3314037,1031.5211,3264326.2,3248004.75
2080,3/28/1998 15:00,644,751,150,22.69,4.9,0,41.184986,240.90868,41.28499,0,,644,563.72705,171.83716,6.0337787,563.72705,165.73074,0.69898885,554.40344,159.3183,0.52670276,703.5347,703.52905,3008964,39.779266,3001266.8,2829979.2,2730537.5,0,0,2713509.8,1044.072,0,0,0,0,2713509.8,1044.072,2672807,2659443
2081,3/28/1998 16:00,481,720,125,23.24,4.9,0,29.65941,252.70929,56.107693,0,,481,401.1727,139.72005,4.5065956,401.1727,134.75494,0.5220709,385.26035,129.54102,0.39339134,507.46683,507.46234,2170381.8,35.566673,2151011.8,2061710.2,1984532.9,0,0,1975680.5,1056.7899,0,0,0,0,1975680.5,1056.7899,1946045.2,1936315
2082,3/28/1998 17:00,250,473,108,23.06,4.9,0,17.429438,262.1755,70.95197,0,,250,154.71921,112.43134,2.3423054,154.71921,108.435974,0.2713466,138.75145,104.24038,0.20446536,239.54834,239.54546,1024527.9,28.87874,991120.5,975263.3,940412.5,0,0,938429.2,1059.0747,0,0,0,0,938429.2,1059.0747,924352.75,919731
2083,3/28/1998 18:00,39,72,32,22.88,3.7,0,4.9268684,270.60513,85.79125,0,,39,5.9049797,30.576088,0.36539963,5.9049797,29.489534,0.04233007,2.1772401,28.348528,0.031896595,30.099298,30.098886,128731.445,23.611126,111910.92,112654.88,105223.664,0,0,105629.63,950.0663,0,0,0,-1319.7767,106949.414,959.4971,105345.17,104818.4453
2084,3/28/1998 19:00,0,0,0,22.71,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,3/28/1998 20:00,0,0,0,22.03,3.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,3/28/1998 21:00,0,0,0,21.35,2.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,3/28/1998 22:00,0,0,0,20.66,2.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,3/28/1998 23:00,0,0,0,20.16,2.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,3/29/1998 0:00,0,0,0,19.66,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,3/29/1998 1:00,0,0,0,19.15,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,3/29/1998 2:00,0,0,0,18.45,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,3/29/1998 3:00,0,0,0,17.74,3.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,3/29/1998 4:00,0,0,0,17.03,3.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,3/29/1998 5:00,0,0,0,16.58,3.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,3/29/1998 6:00,7,57,4,16.13,2.63,0,-1.2740443,85.09584,90,0,,7,0,3.148308,0.06558455,0,3.0364296,0,0,2.9189444,0,2.8751602,2.8750322,12296.366,16.199837,8430.777,8823.333,8550.173,0,0,8549.937,879.0227,0,0,0,174.20528,8375.73,891.9546,8250.095,8208.844727
2096,3/29/1998 7:00,136,271,83,15.68,2.63,0,11.269835,93.3261,78.39481,0,,136,54.555798,82.034935,1.2742141,54.555798,79.119736,0.14761256,43.723736,76.05844,0.11122915,118.095,118.0909,505070,18.54852,473778.12,486968.56,467647.94,0,0,467165.8,1072.5405,0,0,0,0,467165.8,1072.5405,460158.34,457857.5313
2097,3/29/1998 8:00,376,684,101,17.09,2.63,0,23.702742,102.10342,63.546825,0,,376,304.74078,111.65013,3.5228271,304.74078,107.68252,0.40810528,285.7731,103.516075,0.3075159,383.75275,383.7492,1641270,26.41158,1614118.2,1604906.8,1545625.4,0,0,1540517,1083.1747,0,0,0,0,1540517,1083.1747,1517409.2,1509822.25
2098,3/29/1998 9:00,591,852,94,18.49,1.28,0,35.688503,112.48147,48.702103,0,,591,562.25464,108.67279,5.53721,562.25464,104.81099,0.6414634,547.7706,100.755646,0.4833561,639.2745,639.26917,2734124.2,34.01835,2722951,2627614.5,2532288.8,0,0,2518213.2,1066.2811,0,0,0,0,2518213.2,1066.2811,2480440,2468037.75
2099,3/29/1998 10:00,763,908,103,19.9,1.28,0,46.65498,126.11363,33.894287,0,,763,753.3271,115.86727,7.148716,753.3271,111.74981,0.82814986,745.616,107.42599,0.62402827,840.861,840.85846,3596315.5,40.325104,3594119.2,3383111.2,3261505.2,0,0,3237342.2,1044.3274,0,0,0,0,3237342.2,1044.3274,3188782.2,3172838.25
2100,3/29/1998 11:00,859,890,127,21.04,1.28,0,55.463047,145.54819,19.23871,0,,859,838.98236,141.25775,8.0481615,838.98236,136.238,0.93234694,836.5011,130.96669,0.70254296,953.64777,953.64087,4078662.5,44.204704,4078469.2,3779827.2,3650093,0,0,3618912.8,1030.3462,3184.8005,0,0,0,3615679.5,1033.2762,3561444.2,3543637.25
2101,3/29/1998 12:00,914,907,130,22.18,3.05,0,60.04175,172.5107,6.035148,0,,914,899.8894,144.35529,8.563468,899.8894,139.22546,0.9920432,899.6386,133.83856,0.74752533,1018.71136,1018.7041,4356959,46.925102,4356734,3993420,3862287.5,0,0,3826730,1018.4434,194407.9,0,0,0,3629361.5,1065.5646,3574921,3557046.5
2102,3/29/1998 13:00,906,926,119,23.32,3.05,0,58.454582,201.88098,12.16262,0,,906,902.7358,132.86804,8.488515,902.7358,128.14644,0.9833601,901.69934,123.1882,0.7409825,1010.24414,1010.23846,4320729,47.8595,4320559,3944754.8,3819011.5,0,0,3783881.2,1013.95514,152189.53,0,0,0,3629374.2,1056.4064,3574933.5,3557058.75
2103,3/29/1998 14:00,822,907,114,23.72,3.05,0,51.46683,225.16066,26.542946,0,,822,809.68805,127.5753,7.7015,809.68805,123.04177,0.89218765,804.9182,118.28105,0.6722821,910.0135,910.00854,3892065.8,45.824814,3891406.8,3581886.5,3459039.5,0,0,3430720.8,1021.9625,0,0,0,0,3430720.8,1021.9625,3379260,3362363.5
2104,3/29/1998 15:00,683,884,99,24.13,2.28,0,41.394478,241.35725,41.30057,0,,683,663.5029,111.30701,6.399178,663.5029,107.35159,0.74131894,652.5186,103.19795,0.55859935,744.931,744.9259,3186008.2,42.22484,3180278.2,2969302.8,2867401.2,0,0,2848394.2,1037.1516,0,0,0,0,2848394.2,1037.1516,2805668.2,2791640
2105,3/29/1998 16:00,489,806,88,24.53,2.28,0,29.83243,253.12057,56.130295,0,,489,449.23715,100.43779,4.581549,449.23715,96.86862,0.53075397,431.39465,93.12059,0.39993423,517.04144,517.03766,2211342.8,37.089252,2192593.5,2088578.6,2014493.9,0,0,2005265.5,1047.3263,0,0,0,0,2005265.5,1047.3263,1975186.5,1965310.625
2106,3/29/1998 17:00,271,666,69,24.48,2.28,0,17.583965,262.55865,70.975365,0,,271,217.96164,75.80825,2.539059,217.96164,73.11432,0.2941397,195.42743,70.285385,0.22164044,261.94543,261.94348,1120313.5,30.842821,1087483.5,1061459.1,1022780.94,0,0,1020407.9,1054.7063,0,0,0,0,1020407.9,1054.7063,1005101.75,1000076.25
2107,3/29/1998 18:00,57,276,29,24.44,3.21,0,5.0764923,270.97394,85.81139,0,,57,23.112408,29.068678,0.53404564,23.112408,28.03569,0.061867025,8.44625,26.950935,0.0466181,34.912148,34.91124,149313.16,25.288023,131025.34,130845.1,123395.695,0,0,123353.03,952.6542,0,0,0,-960.5354,124313.57,962.2366,122448.87,121836.6172
2108,3/29/1998 19:00,0,0,0,24.4,3.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,3/29/1998 20:00,0,0,0,23.53,3.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,3/29/1998 21:00,0,0,0,22.67,2.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,3/29/1998 22:00,0,0,0,21.81,2.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,3/29/1998 23:00,0,0,0,21.13,2.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,3/30/1998 0:00,0,0,0,20.45,3.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,3/30/1998 1:00,0,0,0,19.77,3.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,3/30/1998 2:00,0,0,0,19.09,3.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,3/30/1998 3:00,0,0,0,18.41,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,3/30/1998 4:00,0,0,0,17.73,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,3/30/1998 5:00,0,0,0,17.43,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,3/30/1998 6:00,8,66,5,17.14,3.55,0,-0.99709564,84.81256,90,0,,8,0,3.9523308,0.07495377,0,3.8118806,0,0,3.6643915,0,3.6094255,3.6093495,15436.974,17.227674,10980.875,11434.83,11080.856,0,0,11080.468,888.3529,0,0,0,162.54068,10917.927,898.3873,10754.158,10700.38672
2120,3/30/1998 7:00,144,297,84,16.84,3.55,0,11.5457325,93.036194,78.26829,0,,144,60.95306,84.5996,1.3491678,60.95306,81.59326,0.15629564,49.01196,78.43626,0.11777204,125.6525,125.64966,537398.3,19.892128,505592.25,516683.1,496579.1,0,0,496030.56,1068.0806,0,0,0,0,496030.56,1068.0806,488590.1,486147.1563
2121,3/30/1998 8:00,384,693,102,18.19,3.55,0,23.987032,101.80196,63.422104,0,,384,310.3604,112.44866,3.597781,310.3604,108.452675,0.4167884,291.19464,104.25643,0.31405878,389.82867,389.82135,1667248.2,27.659063,1640453.1,1622960.5,1562385.6,0,0,1557147.9,1081.1724,0,0,0,0,1557147.9,1081.1724,1533790.6,1526121.625
2122,3/30/1998 9:00,596,854,94,19.54,2.98,0,35.992382,112.16826,48.57495,0,,596,565.17914,108.45963,5.584056,565.17914,104.60541,0.64689034,550.7276,100.55802,0.4874454,641.99646,641.99115,2745757.5,35.13448,2734742,2627206,2532455.2,0,0,2518182.8,1059.6627,0,0,0,0,2518182.8,1059.6627,2480410,2468007.75
2123,3/30/1998 10:00,767,869,132,20.9,2.98,0,46.9916,125.80896,33.75683,0,,767,721.96716,151.82039,7.1861925,721.96716,146.42528,0.8324914,714.6469,140.7598,0.6272997,843.19354,843.1857,3606262,41.381645,3604136.8,3377980,3258708.2,0,0,3234340,1041.0331,0,0,0,0,3234340,1041.0331,3185825,3169895.75
2124,3/30/1998 11:00,814,663,266,21.93,2.98,0,55.84074,145.33788,19.067556,0,,814,625.91656,297.94437,7.626546,625.91656,287.3566,0.88350457,624.09985,276.23822,0.6657392,887.4887,887.4816,3795723.8,43.487614,3794660.5,3526448.5,3408100.2,0,0,3381108.8,1033.0869,0,0,0,0,3381108.8,1033.0869,3330392,3313740.25
2125,3/30/1998 12:00,683,309,415,22.96,5.12,0,60.43627,172.57597,5.685039,0,,683,306.5987,442.219,6.399178,306.5987,426.50427,0.74131894,306.52292,410.00198,0.55859935,706.3273,706.31464,3020870.2,40.11694,3013310,2837407.8,2741399.8,0,0,2724200.8,1045.1356,0,0,0,0,2724200.8,1045.1356,2683337.8,2669921.25
2126,3/30/1998 13:00,590,204,416,24,5.12,0,58.79978,202.25291,12.083112,0,,590,198.91574,429.93835,5.5278406,198.91574,414.66003,0.640378,198.6904,398.61603,0.48253825,588.82214,588.81305,2518323.8,38.30273,2504133,2374302.2,2289307.2,0,0,2277371.8,1047.2975,0,0,0,0,2277371.8,1047.2975,2243211.2,2231995.25
2127,3/30/1998 14:00,570,259,367,24.58,5.12,0,51.733837,225.63094,26.542227,0,,570,231.30186,386.94254,5.340456,231.30186,373.1921,0.6186703,229.93936,358.75256,0.466181,580.32074,580.3088,2481957,38.676147,2467239,2335648.2,2252715.8,0,0,2241148.5,1047.4014,0,0,0,0,2241148.5,1047.4014,2207531.2,2196493.5
2128,3/30/1998 15:00,520,343,292,25.17,4.93,0,41.601692,241.80733,41.319134,0,,520,257.90857,303.9879,4.871995,257.90857,293.1854,0.564401,253.63399,281.8415,0.42528793,527.86224,527.85376,2257595,37.991997,2239544.5,2125475,2046932.8,0,0,2037337.5,1047.2251,0,0,0,0,2037337.5,1047.2251,2006777.5,1996743.625
2129,3/30/1998 16:00,405,434,188,25.75,4.93,0,30.003756,253.53203,56.154568,0,,405,241.69075,198.8669,3.7945347,241.69075,191.79996,0.4395815,232.07774,184.37885,0.3312339,410.536,410.53094,1755827,35.722107,1730275.8,1656480.5,1599409.2,0,0,1593585.8,1048.9358,0,0,0,0,1593585.8,1048.9358,1569681.9,1561833.5
2130,3/30/1998 17:00,193,208,129,25.38,4.93,0,17.737394,262.9413,70.99953,0,,193,68.395,129.17346,1.8082597,68.395,124.583145,0.20947959,61.311058,119.76279,0.15784726,178.51321,178.51143,763484.3,29.716183,729759.06,715278.4,686790.25,0,0,685693.75,1041.348,0,0,0,0,685693.75,1041.348,675408.4,672031.3125
2131,3/30/1998 18:00,47,155,31,25.01,6.08,0,5.2255597,271.3418,85.83158,0,,47,12.769609,29.966433,0.4403534,12.769609,28.901545,0.05101316,4.624298,27.783287,0.038439486,31.959335,31.958054,136683.06,25.786285,119279.03,118829.5,110361.87,0,0,111266.016,934.9831,0,0,0,-948.0822,112214.1,944.83856,110530.89,109978.2344
2132,3/30/1998 19:00,0,0,0,24.65,6.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,3/30/1998 20:00,0,0,0,23.63,6.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,3/30/1998 21:00,0,0,0,22.61,4.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,3/30/1998 22:00,0,0,0,21.6,4.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,3/30/1998 23:00,0,0,0,21.13,4.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,3/31/1998 0:00,0,0,0,20.66,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,3/31/1998 1:00,0,0,0,20.19,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,3/31/1998 2:00,0,0,0,19.42,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,3/31/1998 3:00,0,0,0,18.65,3.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,3/31/1998 4:00,0,0,0,17.88,3.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,3/31/1998 5:00,0,0,0,17.54,3.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,3/31/1998 6:00,7,24,6,17.2,8.82,0,-0.7210682,84.530106,90,0,,7,0,5.367285,0.06558455,0,5.1765523,0,0,4.9762616,0,4.9016175,4.9013724,20962.967,17.319057,15551.732,16185.39,15672.267,0,0,15671.513,908.73193,0,0,0,97.32772,15574.186,915.33704,15340.572,15263.87012
2144,3/31/1998 7:00,119,102,98,16.86,8.82,0,11.820395,92.746506,78.142784,0,,119,21.064478,94.26515,1.1149373,21.064478,90.915344,0.12916099,16.991861,87.39765,0.09732551,102.91953,102.91703,440169.6,19.359938,410146.6,420232,404282.9,0,0,403916.22,1060.3407,0,0,0,0,403916.22,1060.3407,397857.5,395868.1875
2145,3/31/1998 8:00,108,0,108,18.06,8.82,0,24.269756,101.50001,63.29913,0,,108,0,100.178795,1.0118759,0,96.61883,0.117221735,0,92.88046,0.08832903,91.57426,91.57056,391643.3,20.284319,362804.22,370328.53,355762.47,0,0,355473.75,1052.348,0,0,0,0,355473.75,1052.348,350141.66,348390.9375
2146,3/31/1998 9:00,101,0,101,19.25,6.72,0,36.294407,111.853485,48.45049,0,,101,0,93.32831,0.9462913,0,90.01179,0.10962403,0,86.52905,0.082604006,85.312485,85.310684,364870.47,21.322262,336782.97,342261.47,327353.66,0,0,327102.1,1039.592,0,0,0,0,327102.1,1039.592,322195.56,320584.5938
2147,3/31/1998 10:00,182,1,181,20.44,6.72,0,47.32628,125.50123,33.623528,0,,182,1.1325693,169.33864,1.7051983,1.1325693,163.32101,0.19754033,1.1211915,157.00182,0.14885078,155.89777,155.89133,666738.06,24.226725,633522.25,635563.25,610114.44,0,0,609279.8,1062.8394,0,0,0,0,609279.8,1062.8394,600140.6,597139.875
