"PVWatts Hourly PV Performance Data"
"Requested Location","94123, USA"
"Location","Lat, Lng: 37.81, -122.42"
"Latitude (DD)","37.81"
"Longitude (DD)","-122.42"
"Elevation (m)","0"
"DC System Size (kW)","1000"
"Module Type","Premium"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","8","6","0","0","14","2.3","0.05","0","14","0","0"
"11","8","7","0","32","15","2.8","0.05","29.638","15.607","22673.632","17906.652"
"11","8","8","0","44","15","3.5","0.05","40.727","15.752","32825.581","27698.878"
"11","8","9","51","179","16","3.6","0.05","216.867","19.941","183293.004","172834.642"
"11","8","10","1","166","16","3.3","0.05","160.082","19.039","132898.465","124225.781"
"11","8","11","166","266","16","3.4","0.05","423.353","23.923","357503.387","340872.058"
"11","8","12","49","241","16","3.3","0.05","288.142","21.472","241871.36","229337.334"
"11","8","13","112","229","16","3","0.05","320.408","22.405","270894.865","257332.42"
"11","8","14","30","159","16","2.5","0.05","180.818","19.95","151924.047","142577.211"
"11","8","15","6","94","15","2.3","0.05","93.981","17.131","77857.775","71135.401"
"11","8","16","0","3","14","2.2","0.05","2.766","14.062","1748.783","0"
"11","8","17","0","0","14","2.5","0.05","0","14","0","0"
"11","8","18","0","0","14","2.9","0.05","0","14","0","0"
"11","8","19","0","0","14","2.9","0.05","0","14","0","0"
"11","8","20","0","0","13","2.6","0.05","0","13","0","0"
"11","8","21","0","0","13","2.2","0.05","0","13","0","0"
"11","8","22","0","0","12","1.9","0.05","0","12","0","0"
"11","8","23","0","0","12","1.7","0.05","0","12","0","0"
"11","9","0","0","0","12","1.7","0.05","0","12","0","0"
"11","9","1","0","0","11","1.6","0.05","0","11","0","0"
"11","9","2","0","0","11","1.5","0.05","0","11","0","0"
"11","9","3","0","0","11","1.4","0.05","0","11","0","0"
"11","9","4","0","0","11","1.4","0.05","0","11","0","0"
"11","9","5","0","0","11","1.4","0.05","0","11","0","0"
"11","9","6","0","0","11","1.4","0.05","0","11","0","0"
"11","9","7","425","38","13","1.7","0.05","172.309","17.251","128966.668","120433.304"
"11","9","8","679","63","14","2","0.05","411.324","23.937","354409.437","337887.739"
"11","9","9","794","74","15","2.3","0.05","609.081","28.885","521328.905","498892.586"
"11","9","10","822","90","16","2.8","0.05","739.481","31.362","624716.386","598616.638"
"11","9","11","844","92","16","3.1","0.05","805.553","31.889","677633.761","649658.94"
"11","9","12","837","93","16","3.3","0.05","795.246","31.185","670843.28","643109.073"
"11","9","13","810","86","16","3.3","0.05","709.52","29.563","603825.013","578465.529"
"11","9","14","736","79","15","3.1","0.05","553.428","25.949","478484.208","457566.047"
"11","9","15","584","65","15","2.7","0.05","342.977","22.229","291909.39","277602.317"
"11","9","16","250","33","14","2.2","0.05","102.237","16.183","66830.153","60498.532"
"11","9","17","0","0","13","1.8","0.05","0","13","0","0"
"11","9","18","0","0","13","1.8","0.05","0","13","0","0"
"11","9","19","0","0","12","1.8","0.05","0","12","0","0"
"11","9","20","0","0","12","1.7","0.05","0","12","0","0"
"11","9","21","0","0","12","1.7","0.05","0","12","0","0"
"11","9","22","0","0","12","1.7","0.05","0","12","0","0"
"11","9","23","0","0","12","1.7","0.05","0","12","0","0"
"11","10","0","0","0","12","1.8","0.05","0","12","0","0"
"11","10","1","0","0","12","1.9","0.05","0","12","0","0"
"11","10","2","0","0","12","2","0.05","0","12","0","0"
"11","10","3","0","0","12","2.2","0.05","0","12","0","0"
"11","10","4","0","0","12","2.4","0.05","0","12","0","0"
"11","10","5","0","0","12","2.6","0.05","0","12","0","0"
"11","10","6","0","0","12","2.9","0.05","0","12","0","0"
"11","10","7","0","17","13","3.3","0.05","15.708","13.295","11727.306","7348.198"
"11","10","8","42","113","14","3.6","0.05","136.028","16.474","115000.682","106962.188"
"11","10","9","90","182","15","3.7","0.05","245.846","19.403","209634.857","198243.098"
"11","10","10","0","73","15","3.9","0.05","67.694","16.173","55009.171","49096.414"
"11","10","11","0","145","15","3.9","0.05","137.542","17.38","113951.666","105950.343"
"11","10","12","169","258","16","3.6","0.05","415.397","23.539","351539.574","335119.567"
"11","10","13","409","189","16","3.1","0.05","523.825","26.325","445872.237","426109.649"
"11","10","14","260","162","16","2.7","0.05","341.52","23.217","292227.168","277908.835"
"11","10","15","192","99","15","2.2","0.05","197.456","19.565","166602.197","156735.256"
"11","10","16","0","26","14","1.6","0.05","24.71","14.615","16635.076","12082.067"
"11","10","17","0","0","13","1.4","0.05","0","13","0","0"
"11","10","18","0","0","13","1.5","0.05","0","13","0","0"
"11","10","19","0","0","12","1.5","0.05","0","12","0","0"
"11","10","20","0","0","12","1.6","0.05","0","12","0","0"
"11","10","21","0","0","12","1.6","0.05","0","12","0","0"
"11","10","22","0","0","12","1.7","0.05","0","12","0","0"
"11","10","23","0","0","11","1.7","0.05","0","11","0","0"
"11","11","0","0","0","11","1.7","0.05","0","11","0","0"
"11","11","1","0","0","11","1.6","0.05","0","11","0","0"
"11","11","2","0","0","11","1.4","0.05","0","11","0","0"
"11","11","3","0","0","11","1.4","0.05","0","11","0","0"
"11","11","4","0","0","10","1.4","0.05","0","10","0","0"
"11","11","5","0","0","10","1.5","0.05","0","10","0","0"
"11","11","6","0","0","10","1.5","0.05","0","10","0","0"
"11","11","7","391","37","11","1.6","0.05","159.957","15.021","119353.169","111160.45"
"11","11","8","655","62","13","1.6","0.05","395.387","23.388","340469.575","324441.822"
"11","11","9","774","75","15","1.4","0.05","593.147","31.327","503095.843","481305.595"
"11","11","10","827","83","17","1.2","0.05","730.802","38.052","602624.957","577307.996"
"11","11","11","850","86","18","0.9","0.05","798.945","42.79","645615.354","618775.072"
"11","11","12","842","88","19","0.7","0.05","789.235","44.836","632847.217","606459.362"
"11","11","13","690","111","19","0.5","0.05","648.54","41.478","526555.276","503933.767"
"11","11","14","757","72","19","0.4","0.05","555.528","38.876","458018.142","437825.175"
"11","11","15","623","57","18","0.3","0.05","349.389","30.812","287605.871","273451.289"
"11","11","16","282","28","17","0.4","0.05","100.302","20.222","60895.233","54773.911"
"11","11","17","0","0","16","0.6","0.05","0","16","0","0"
"11","11","18","0","0","15","0.6","0.05","0","15","0","0"
"11","11","19","0","0","15","0.2","0.05","0","15","0","0"
"11","11","20","0","0","14","0.2","0.05","0","14","0","0"
"11","11","21","0","0","13","0.7","0.05","0","13","0","0"
"11","11","22","0","0","12","1","0.05","0","12","0","0"
"11","11","23","0","0","12","1.1","0.05","0","12","0","0"
"11","12","0","0","0","12","1.1","0.05","0","12","0","0"
"11","12","1","0","0","12","1.1","0.05","0","12","0","0"
"11","12","2","0","0","12","1","0.05","0","12","0","0"
"11","12","3","0","0","12","0.9","0.05","0","12","0","0"
"11","12","4","0","0","12","0.8","0.05","0","12","0","0"
"11","12","5","0","0","12","0.8","0.05","0","12","0","0"
"11","12","6","0","0","12","0.9","0.05","0","12","0","0"
"11","12","7","82","43","12","1","0.05","71.003","14.084","53701.758","47835.329"
"11","12","8","409","89","12","1.1","0.05","303.202","20.944","260739.11","247536.524"
"11","12","9","490","132","13","1.1","0.05","471.008","26.91","402476.009","384251.122"
"11","12","10","620","135","14","1.1","0.05","634.139","32.704","530935.972","508159.237"
"11","12","11","632","149","15","1.2","0.05","694.928","34.983","575722.752","551359.043"
"11","12","12","523","183","15","1.3","0.05","636.23","32.856","529753.366","507018.535"
"11","12","13","359","196","16","1.5","0.05","483.492","28.962","406748.321","388372.048"
"11","12","14","318","151","16","1.6","0.05","363.762","25.555","309765.172","294825.398"
"11","12","15","126","99","15","1.5","0.05","162.7","19.353","136294.197","127501.189"
"11","12","16","0","24","14","1.2","0.05","22.661","14.607","14409.309","9935.167"
"11","12","17","0","0","14","0.9","0.05","0","14","0","0"
"11","12","18","0","0","14","0.8","0.05","0","14","0","0"
"11","12","19","0","0","13","0.8","0.05","0","13","0","0"
"11","12","20","0","0","13","0.9","0.05","0","13","0","0"
"11","12","21","0","0","12","1.1","0.05","0","12","0","0"
"11","12","22","0","0","12","1.4","0.05","0","12","0","0"
"11","12","23","0","0","12","1.5","0.05","0","12","0","0"
"11","13","0","0","0","11","1.5","0.05","0","11","0","0"
"11","13","1","0","0","11","1.6","0.05","0","11","0","0"
"11","13","2","0","0","10","1.8","0.05","0","10","0","0"
"11","13","3","0","0","10","1.9","0.05","0","10","0","0"
"11","13","4","0","0","10","1.8","0.05","0","10","0","0"
"11","13","5","0","0","10","1.8","0.05","0","10","0","0"
"11","13","6","0","0","10","1.7","0.05","0","10","0","0"
"11","13","7","354","38","11","1.7","0.05","148.932","14.652","109959.207","102099.352"
"11","13","8","402","89","12","1.7","0.05","298.967","19.677","257987.827","244882.73"
"11","13","9","724","90","13","1.6","0.05","576.464","28.167","494162.658","472688.948"
"11","13","10","189","227","15","1.6","0.05","387.221","25.136","326782.424","311239.661"
"11","13","11","427","211","16","1.6","0.05","591.895","31.505","493642.515","472187.236"
"11","13","12","586","160","17","1.7","0.05","664.039","34.037","551663.019","528151.842"
"11","13","13","638","123","18","2.1","0.05","620.807","32.686","520581.737","498171.894"
"11","13","14","708","84","17","2.4","0.05","538.587","29.052","460255.95","439983.689"
"11","13","15","561","66","16","2.1","0.05","330.282","23.783","278273.331","264449.438"
"11","13","16","246","28","14","1.8","0.05","88.474","15.955","51411.309","45626.04"
"11","13","17","0","0","12","1.9","0.05","0","12","0","0"
"11","13","18","0","0","12","2","0.05","0","12","0","0"
"11","13","19","0","0","11","2","0.05","0","11","0","0"
"11","13","20","0","0","11","2","0.05","0","11","0","0"
"11","13","21","0","0","11","2","0.05","0","11","0","0"
"11","13","22","0","0","10","2","0.05","0","10","0","0"
"11","13","23","0","0","10","2","0.05","0","10","0","0"
"11","14","0","0","0","10","2","0.05","0","10","0","0"
"11","14","1","0","0","10","2","0.05","0","10","0","0"
"11","14","2","0","0","10","2","0.05","0","10","0","0"
"11","14","3","0","0","10","2","0.05","0","10","0","0"
"11","14","4","0","0","9","2","0.05","0","9","0","0"
"11","14","5","0","0","9","2","0.05","0","9","0","0"
"11","14","6","0","0","9","2.1","0.05","0","9","0","0"
"11","14","7","452","32","11","2.2","0.05","168.876","14.715","122921.739","114602.571"
"11","14","8","720","56","13","2.3","0.05","412.598","22.387","356185.617","339600.982"
"11","14","9","833","68","15","2.3","0.05","616.431","29.059","528194.506","505514.912"
"11","14","10","885","76","17","2.1","0.05","754.113","34.852","630462.53","604159.173"
"11","14","11","907","79","18","2","0.05","823.976","37.883","679488.386","651447.848"
"11","14","12","910","78","19","1.9","0.05","819.75","39.192","672917.237","645109.541"
"11","14","13","726","98","20","1.9","0.05","655.454","36.154","543947.009","520709.241"
"11","14","14","828","65","20","1.8","0.05","586.343","34.788","492063.115","470663.8"
"11","14","15","694","52","18","1.4","0.05","370.092","28.125","307499.387","292639.899"
"11","14","16","357","25","15","1.3","0.05","105.221","17.525","57464.99","51465.214"
"11","14","17","0","0","14","1.4","0.05","0","14","0","0"
"11","14","18","0","0","13","1.3","0.05","0","13","0","0"
"11","14","19","0","0","13","1.2","0.05","0","13","0","0"
"11","14","20","0","0","13","1.2","0.05","0","13","0","0"
"11","14","21","0","0","12","1.2","0.05","0","12","0","0"
"11","14","22","0","0","11","1.3","0.05","0","11","0","0"
"11","14","23","0","0","10","1.5","0.05","0","10","0","0"
"11","15","0","0","0","9","1.8","0.05","0","9","0","0"
"11","15","1","0","0","9","2","0.05","0","9","0","0"
"11","15","2","0","0","8","2.3","0.05","0","8","0","0"
"11","15","3","0","0","8","2.5","0.05","0","8","0","0"
"11","15","4","0","0","8","2.5","0.05","0","8","0","0"
"11","15","5","0","0","7","2.5","0.05","0","7","0","0"
"11","15","6","0","0","7","2.5","0.05","0","7","0","0"
"11","15","7","0","26","9","2.7","0.05","24.064","9.497","18138.262","13531.988"
"11","15","8","72","108","11","2.9","0.05","145.349","13.96","124323.365","115954.531"
"11","15","9","510","124","13","2.9","0.05","471.071","22.628","409353.109","390884.538"
"11","15","10","747","96","15","2.7","0.05","677.034","29.318","576276.165","551892.846"
"11","15","11","756","107","17","2.3","0.05","738.658","33.797","616983.358","591157.622"
"11","15","12","690","125","19","2.1","0.05","705.811","35.683","584663.202","559982.697"
"11","15","13","752","109","20","1.8","0.05","685.428","37.249","566830.855","542782.221"
"11","15","14","532","110","20","1.3","0.05","454.495","32.801","380760.507","363305.086"
"11","15","15","527","72","19","0.7","0.05","320.154","29.441","263387.729","250091.292"
"11","15","16","193","28","17","0.5","0.05","74.841","19.2","39520.152","34156.233"
"11","15","17","0","0","16","0.6","0.05","0","16","0","0"
"11","15","18","0","0","14","0.8","0.05","0","14","0","0"
"11","15","19","0","0","13","0.9","0.05","0","13","0","0"
"11","15","20","0","0","13","1","0.05","0","13","0","0"
"11","15","21","0","0","12","1.1","0.05","0","12","0","0"
"11","15","22","0","0","11","1.2","0.05","0","11","0","0"
"11","15","23","0","0","11","1.3","0.05","0","11","0","0"
"11","16","0","0","0","11","1.3","0.05","0","11","0","0"
"11","16","1","0","0","11","1.2","0.05","0","11","0","0"
"11","16","2","0","0","11","1.1","0.05","0","11","0","0"
"11","16","3","0","0","11","0.9","0.05","0","11","0","0"
"11","16","4","0","0","11","0.7","0.05","0","11","0","0"
"11","16","5","0","0","11","0.7","0.05","0","11","0","0"
"11","16","6","0","0","11","0.7","0.05","0","11","0","0"
"11","16","7","201","37","12","0.8","0.05","103.899","15.153","75039.259","68416.758"
"11","16","8","89","107","13","0.7","0.05","157.944","18.16","133339.302","124650.998"
"11","16","9","229","167","15","0.8","0.05","332.665","25.597","281615.777","267673.448"
"11","16","10","264","213","16","1.2","0.05","436.068","28.528","365607.065","348688.591"
"11","16","11","493","189","17","1.3","0.05","617.353","34.327","511029.757","488958.378"
"11","16","12","467","193","17","1.5","0.05","598.273","33.034","497293.111","475708.476"
"11","16","13","413","179","16","1.6","0.05","511.093","29.408","430665.019","411441.282"
"11","16","14","445","125","16","1.7","0.05","418.109","26.756","357002.179","340388.61"
"11","16","15","568","55","15","1.7","0.05","319.088","23.162","268556.151","255076.577"
"11","16","16","178","28","13","1.7","0.05","70.83","14.505","36201.696","30955.364"
"11","16","17","0","0","11","2","0.05","0","11","0","0"
"11","16","18","0","0","11","2.1","0.05","0","11","0","0"
"11","16","19","0","0","11","2.1","0.05","0","11","0","0"
"11","16","20","0","0","11","2.1","0.05","0","11","0","0"
"11","16","21","0","0","11","2","0.05","0","11","0","0"
"11","16","22","0","0","11","2","0.05","0","11","0","0"
"11","16","23","0","0","11","2","0.05","0","11","0","0"
"11","17","0","0","0","11","2","0.05","0","11","0","0"
"11","17","1","0","0","10","2","0.05","0","10","0","0"
"11","17","2","0","0","10","2","0.05","0","10","0","0"
"11","17","3","0","0","9","2.2","0.05","0","9","0","0"
"11","17","4","0","0","9","2.4","0.05","0","9","0","0"
"11","17","5","0","0","9","2.3","0.05","0","9","0","0"
"11","17","6","0","0","9","2.2","0.05","0","9","0","0"
"11","17","7","413","30","10","2.3","0.05","149.6","13.196","105990.783","98271.545"
"11","17","8","693","56","12","2.4","0.05","394.495","20.8","341115.393","325064.756"
"11","17","9","809","69","14","2.5","0.05","595.93","27.093","514265.478","492079.445"
"11","17","10","862","78","16","2.4","0.05","737.626","32.483","622255.8","596243.24"
"11","17","11","889","80","17","2.1","0.05","803.977","36.019","667959.127","640327.117"
"11","17","12","893","78","18","1.9","0.05","800.006","37.709","660703.947","633329.016"
"11","17","13","869","73","18","1.8","0.05","718.087","36.084","598296.884","573133.284"
"11","17","14","802","65","18","1.7","0.05","566.547","32.598","479213.636","458269.629"
"11","17","15","662","51","17","1.4","0.05","352.503","26.637","293423.992","279063.251"
"11","17","16","314","23","14","1.4","0.05","88.633","15.897","41011.412","35594.652"
"11","17","17","0","0","12","1.7","0.05","0","12","0","0"
"11","17","18","0","0","11","1.8","0.05","0","11","0","0"
"11","17","19","0","0","11","1.8","0.05","0","11","0","0"
"11","17","20","0","0","10","1.8","0.05","0","10","0","0"
"11","17","21","0","0","10","1.9","0.05","0","10","0","0"
"11","17","22","0","0","10","1.9","0.05","0","10","0","0"
"11","17","23","0","0","10","1.8","0.05","0","10","0","0"
"11","18","0","0","0","10","1.7","0.05","0","10","0","0"
"11","18","1","0","0","10","1.6","0.05","0","10","0","0"
"11","18","2","0","0","9","1.6","0.05","0","9","0","0"
"11","18","3","0","0","9","1.5","0.05","0","9","0","0"
"11","18","4","0","0","9","1.5","0.05","0","9","0","0"
"11","18","5","0","0","8","1.4","0.05","0","8","0","0"
"11","18","6","0","0","8","1.4","0.05","0","8","0","0"
"11","18","7","0","17","9","1.2","0.05","15.713","9.438","11291.066","6927.417"
"11","18","8","687","57","11","1.2","0.05","390.982","22.245","335863.061","319998.535"
"11","18","9","809","71","13","1.1","0.05","596.061","30.634","507803.189","485846.141"
"11","18","10","843","70","14","1","0.05","706.926","35.413","590002.054","565132.373"
"11","18","11","547","168","16","0.9","0.05","634.43","35.67","523674.921","501155.474"
"11","18","12","718","113","17","1","0.05","709.558","38.461","582432.448","557830.988"
"11","18","13","866","77","18","1","0.05","723.896","39.93","594427.78","569401.278"
"11","18","14","798","69","18","0.9","0.05","567.436","35.665","474433.622","453658.99"
"11","18","15","353","76","17","0.9","0.05","246.114","24.604","204161.636","192963.815"
"11","18","16","151","24","15","1","0.05","59.167","16.398","26953.067","22034.45"
"11","18","17","0","0","14","0.9","0.05","0","14","0","0"
"11","18","18","0","0","14","0.8","0.05","0","14","0","0"
"11","18","19","0","0","13","1","0.05","0","13","0","0"
"11","18","20","0","0","12","1.2","0.05","0","12","0","0"
"11","18","21","0","0","11","1.3","0.05","0","11","0","0"
"11","18","22","0","0","11","1.3","0.05","0","11","0","0"
"11","18","23","0","0","10","1.4","0.05","0","10","0","0"
"11","19","0","0","0","10","1.6","0.05","0","10","0","0"
"11","19","1","0","0","9","1.7","0.05","0","9","0","0"
"11","19","2","0","0","8","1.9","0.05","0","8","0","0"
"11","19","3","0","0","8","2","0.05","0","8","0","0"
"11","19","4","0","0","7","2","0.05","0","7","0","0"
"11","19","5","0","0","7","2","0.05","0","7","0","0"
"11","19","6","0","0","7","2","0.05","0","7","0","0"
"11","19","7","402","28","8","2","0.05","138.128","11.097","95537.868","88189.019"
"11","19","8","694","53","11","1.8","0.05","388.142","20.748","334853.208","319024.464"
"11","19","9","813","66","14","1.5","0.05","590.725","29.904","504746.001","482897.281"
"11","19","10","878","70","16","1.4","0.05","730.414","36.087","608522.731","582996.789"
"11","19","11","899","73","18","1.5","0.05","799.342","39.469","656024.508","628815.389"
"11","19","12","893","73","19","1.5","0.05","790.224","40.225","646788.29","619906.447"
"11","19","13","852","72","20","1.4","0.05","706.405","39.43","581182.461","556625.294"
"11","19","14","783","65","19","1.1","0.05","552.786","35.359","462591.009","442236.008"
"11","19","15","642","50","18","1","0.05","341.394","28.277","281748.146","267801.127"
"11","19","16","297","21","16","1.2","0.05","80.119","17.757","35332.382","30116.853"
"11","19","17","0","0","14","1.4","0.05","0","14","0","0"
"11","19","18","0","0","13","1.5","0.05","0","13","0","0"
"11","19","19","0","0","13","1.4","0.05","0","13","0","0"
"11","19","20","0","0","13","1.3","0.05","0","13","0","0"
"11","19","21","0","0","13","1.3","0.05","0","13","0","0"
"11","19","22","0","0","12","1.3","0.05","0","12","0","0"
"11","19","23","0","0","11","1.3","0.05","0","11","0","0"
"11","20","0","0","0","11","1.7","0.05","0","11","0","0"
"11","20","1","0","0","10","2.3","0.05","0","10","0","0"
"11","20","2","0","0","10","2.6","0.05","0","10","0","0"
"11","20","3","0","0","10","2.7","0.05","0","10","0","0"
"11","20","4","0","0","9","2.8","0.05","0","9","0","0"
"11","20","5","0","0","9","2.7","0.05","0","9","0","0"
"11","20","6","0","0","9","2.7","0.05","0","9","0","0"
"11","20","7","122","31","10","2.9","0.05","67.818","11.298","46749.586","41129.499"
"11","20","8","698","48","13","2.9","0.05","382.673","20.798","329618.166","313974.922"
"11","20","9","436","130","15","2.5","0.05","425.757","24.341","366721.502","349763.539"
"11","20","10","842","76","17","2.1","0.05","714.037","33.909","599408.912","574205.908"
"11","20","11","870","77","19","1.9","0.05","779.107","38.196","642351.563","615626.93"
"11","20","12","696","118","20","1.9","0.05","695.034","37.114","573341.888","549062.543"
"11","20","13","616","123","21","1.8","0.05","596.327","36.005","494159.066","472685.483"
"11","20","14","491","113","22","1.6","0.05","429.792","33.305","358857.191","342177.891"
"11","20","15","443","66","20","1.3","0.05","275.134","27.696","226017.825","214045.552"
"11","20","16","45","22","18","1.2","0.05","31.726","18.732","14513.814","10035.97"
"11","20","17","0","0","16","1.3","0.05","0","16","0","0"
"11","20","18","0","0","14","1.3","0.05","0","14","0","0"
"11","20","19","0","0","14","1.4","0.05","0","14","0","0"
"11","20","20","0","0","13","1.4","0.05","0","13","0","0"
"11","20","21","0","0","13","1.5","0.05","0","13","0","0"
"11","20","22","0","0","13","1.6","0.05","0","13","0","0"
"11","20","23","0","0","12","1.6","0.05","0","12","0","0"
"11","21","0","0","0","12","1.6","0.05","0","12","0","0"
"11","21","1","0","0","12","1.8","0.05","0","12","0","0"
"11","21","2","0","0","12","2","0.05","0","12","0","0"
"11","21","3","0","0","12","2.2","0.05","0","12","0","0"
"11","21","4","0","0","12","2.4","0.05","0","12","0","0"
"11","21","5","0","0","12","2.5","0.05","0","12","0","0"
"11","21","6","0","0","12","2.6","0.05","0","12","0","0"
"11","21","7","285","29","12","2.7","0.05","106.57","14.071","70172.031","63721.995"
"11","21","8","541","66","14","2.6","0.05","331.686","21.122","283779.993","269760.977"
"11","21","9","581","102","16","2.1","0.05","486.563","27.531","416667.842","397940.081"
"11","21","10","661","113","18","1.6","0.05","625.317","34.428","521796.916","499344.014"
"11","21","11","183","238","20","1.1","0.05","402.803","31.844","331305.387","315602.357"
"11","21","12","754","101","21","0.8","0.05","715.952","43.821","576572.65","552178.826"
"11","21","13","820","79","21","0.7","0.05","688.684","43.584","557412.028","533697.141"
"11","21","14","755","70","20","0.7","0.05","539.64","37.723","447242.845","427431.69"
"11","21","15","613","54","18","0.8","0.05","334.387","28.6","275113.82","261401.881"
"11","21","16","0","20","15","1","0.05","18.91","15.47","8980.926","4699.134"
"11","21","17","0","0","13","1.2","0.05","0","13","0","0"
"11","21","18","0","0","13","1.3","0.05","0","13","0","0"
"11","21","19","0","0","12","1.2","0.05","0","12","0","0"
"11","21","20","0","0","12","1.1","0.05","0","12","0","0"
"11","21","21","0","0","12","1","0.05","0","12","0","0"
"11","21","22","0","0","12","1","0.05","0","12","0","0"
"11","21","23","0","0","11","1.1","0.05","0","11","0","0"
"11","22","0","0","0","11","1.1","0.05","0","11","0","0"
"11","22","1","0","0","11","1.1","0.05","0","11","0","0"
"11","22","2","0","0","11","1.1","0.05","0","11","0","0"
"11","22","3","0","0","11","1","0.05","0","11","0","0"
"11","22","4","0","0","11","0.8","0.05","0","11","0","0"
"11","22","5","0","0","11","0.5","0.05","0","11","0","0"
"11","22","6","0","0","10","0.4","0.05","0","10","0","0"
"11","22","7","0","15","11","0.6","0.05","13.863","11.44","9049.501","4765.278"
"11","22","8","0","37","13","1","0.05","34.234","14.032","27515.536","22576.989"
"11","22","9","105","162","14","1.3","0.05","240.66","20.756","204743.573","193525.132"
"11","22","10","0","98","15","1.4","0.05","91.645","17.504","75226.657","68597.515"
"11","22","11","9","182","16","1.3","0.05","183.699","21.134","152233.015","142875.232"
"11","22","12","0","130","16","1.3","0.05","123.164","19.442","101159.821","93611.763"
"11","22","13","6","162","16","1.3","0.05","161.491","20.518","134045.641","125332.309"
"11","22","14","0","123","15","1.5","0.05","119.043","18.185","99110.67","91635.223"
"11","22","15","0","48","14","1.7","0.05","44.455","15.137","35869.128","30634.579"
"11","22","16","0","8","13","1.8","0.05","7.385","13.153","3392.68","0"
"11","22","17","0","0","11","1.9","0.05","0","11","0","0"
"11","22","18","0","0","11","1.9","0.05","0","11","0","0"
"11","22","19","0","0","11","1.9","0.05","0","11","0","0"
"11","22","20","0","0","11","1.9","0.05","0","11","0","0"
"11","22","21","0","0","11","1.9","0.05","0","11","0","0"
"11","22","22","0","0","11","2","0.05","0","11","0","0"
"11","22","23","0","0","11","1.9","0.05","0","11","0","0"
"11","23","0","0","0","12","1.7","0.05","0","12","0","0"
"11","23","1","0","0","12","1.6","0.05","0","12","0","0"
"11","23","2","0","0","12","1.6","0.05","0","12","0","0"
"11","23","3","0","0","12","1.5","0.05","0","12","0","0"
"11","23","4","0","0","12","1.4","0.05","0","12","0","0"
"11","23","5","0","0","12","1.2","0.05","0","12","0","0"
"11","23","6","0","0","11","1.2","0.05","0","11","0","0"
"11","23","7","0","10","12","1.2","0.05","9.233","12.247","5693.653","1528.341"
"11","23","8","0","44","13","1.1","0.05","40.733","14.197","32947.047","27816.04"
"11","23","9","0","104","14","1","0.05","98.852","16.98","82055.9","75184.771"
"11","23","10","0","131","15","1.2","0.05","124.835","18.576","103287.529","95664.079"
"11","23","11","24","201","16","1.3","0.05","215.702","22.031","179413.849","169092.94"
"11","23","12","61","222","17","1.4","0.05","278.308","24.608","231734.26","219559.431"
"11","23","13","15","173","17","1.3","0.05","179.723","22.03","149044.113","139799.325"
"11","23","14","0","101","16","1.3","0.05","96.068","18.692","79169.361","72400.513"
"11","23","15","346","73","15","1.3","0.05","238.714","21.675","199462.056","188430.76"
"11","23","16","58","22","14","1.5","0.05","35.747","14.767","16681.539","12126.883"
"11","23","17","0","0","12","2","0.05","0","12","0","0"
"11","23","18","0","0","12","2.3","0.05","0","12","0","0"
"11","23","19","0","0","11","2.2","0.05","0","11","0","0"
"11","23","20","0","0","11","2.2","0.05","0","11","0","0"
"11","23","21","0","0","10","2.2","0.05","0","10","0","0"
"11","23","22","0","0","10","2.4","0.05","0","10","0","0"
"11","23","23","0","0","10","2.4","0.05","0","10","0","0"
"11","24","0","0","0","10","2.3","0.05","0","10","0","0"
"11","24","1","0","0","10","2.3","0.05","0","10","0","0"
"11","24","2","0","0","10","2.2","0.05","0","10","0","0"
"11","24","3","0","0","9","2","0.05","0","9","0","0"
"11","24","4","0","0","9","1.9","0.05","0","9","0","0"
"11","24","5","0","0","9","1.8","0.05","0","9","0","0"
"11","24","6","0","0","9","1.7","0.05","0","9","0","0"
"11","24","7","275","27","10","1.4","0.05","94.044","12.271","55670.518","49734.327"
"11","24","8","244","88","11","1.1","0.05","210.841","17.2","179771.529","169437.946"
"11","24","9","411","129","13","1.2","0.05","405.304","24.684","348328.551","332022.323"
"11","24","10","697","100","14","1.4","0.05","631.686","31.367","533970.059","511085.814"
"11","24","11","823","90","15","1.4","0.05","755.509","35.76","628483.824","602250.581"
"11","24","12","830","87","16","1.5","0.05","754.556","36.268","626698.309","600528.334"
"11","24","13","804","82","16","1.6","0.05","676.871","33.799","568668.999","544555.233"
"11","24","14","734","72","16","1.7","0.05","526.796","29.574","450016.819","430107.371"
"11","24","15","395","68","15","1.6","0.05","253.63","21.622","212219.777","200736.424"
"11","24","16","223","21","13","1.7","0.05","62.221","14.232","28049.159","23091.704"
"11","24","17","0","0","11","2","0.05","0","11","0","0"
